,Date_heure,nb_ae,nb_ae_rep,nb_ae_tr90,dmr,dmt,TR90,Year,Mois,Semaine,Year_Sem,Date,jsem,creneau,BTS,cs_ae_tr,cs_ae_rep,cs_tr90
58,2021-09-03 13:00:00,31,31,31,14,308,100,2021,9,35,2021_35,2021-09-03,Vendredi,13:00,True,282,352,80.1
59,2021-09-03 13:30:00,19,19,19,8,283,100,2021,9,35,2021_35,2021-09-03,Vendredi,13:30,True,301,371,81.1
60,2021-09-03 14:00:00,23,23,23,9,315,100,2021,9,35,2021_35,2021-09-03,Vendredi,14:00,True,324,394,82.2
61,2021-09-03 14:30:00,34,34,34,9,275,100,2021,9,35,2021_35,2021-09-03,Vendredi,14:30,True,358,428,83.6
62,2021-09-03 15:00:00,30,29,29,10,299,100,2021,9,35,2021_35,2021-09-03,Vendredi,15:00,True,387,457,84.7
63,2021-09-03 15:30:00,36,35,34,23,285,97,2021,9,35,2021_35,2021-09-03,Vendredi,15:30,True,421,492,85.6
64,2021-09-03 16:00:00,43,43,40,20,300,93,2021,9,35,2021_35,2021-09-03,Vendredi,16:00,True,461,535,86.2
65,2021-09-03 16:30:00,35,35,35,8,308,100,2021,9,35,2021_35,2021-09-03,Vendredi,16:30,True,496,570,87.0
66,2021-09-03 17:00:00,39,39,35,25,278,89,2021,9,35,2021_35,2021-09-03,Vendredi,17:00,True,531,609,87.2
67,2021-09-03 17:30:00,36,36,36,11,311,100,2021,9,35,2021_35,2021-09-03,Vendredi,17:30,True,567,645,87.9
68,2021-09-03 18:00:00,23,23,23,9,319,100,2021,9,35,2021_35,2021-09-03,Vendredi,18:00,True,590,668,88.3
69,2021-09-03 18:30:00,27,27,27,9,275,100,2021,9,35,2021_35,2021-09-03,Vendredi,18:30,True,617,695,88.8
70,2021-09-03 19:00:00,23,23,18,50,361,78,2021,9,35,2021_35,2021-09-03,Vendredi,19:00,True,635,718,88.4
71,2021-09-03 19:30:00,11,11,11,8,327,100,2021,9,35,2021_35,2021-09-03,Vendredi,19:30,True,646,729,88.6
72,2021-09-04 08:00:00,1,1,1,8,258,100,2021,9,35,2021_35,2021-09-04,Samedi,08:00,True,1,1,100.0
73,2021-09-04 08:30:00,19,19,19,9,278,100,2021,9,35,2021_35,2021-09-04,Samedi,08:30,True,20,20,100.0
74,2021-09-04 09:00:00,21,21,21,8,240,100,2021,9,35,2021_35,2021-09-04,Samedi,09:00,True,41,41,100.0
75,2021-09-04 09:30:00,24,24,24,12,259,100,2021,9,35,2021_35,2021-09-04,Samedi,09:30,True,65,65,100.0
76,2021-09-04 10:00:00,30,30,28,33,248,93,2021,9,35,2021_35,2021-09-04,Samedi,10:00,True,93,95,97.9
77,2021-09-04 10:30:00,21,21,20,18,259,95,2021,9,35,2021_35,2021-09-04,Samedi,10:30,True,113,116,97.4
78,2021-09-04 11:00:00,20,20,20,8,245,100,2021,9,35,2021_35,2021-09-04,Samedi,11:00,True,133,136,97.8
79,2021-09-04 11:30:00,25,25,24,30,284,96,2021,9,35,2021_35,2021-09-04,Samedi,11:30,True,157,161,97.5
80,2021-09-04 12:00:00,23,23,23,10,262,100,2021,9,35,2021_35,2021-09-04,Samedi,12:00,True,180,184,97.8
81,2021-09-04 12:30:00,24,24,20,33,256,83,2021,9,35,2021_35,2021-09-04,Samedi,12:30,True,200,208,96.2
82,2021-09-04 13:00:00,14,14,13,33,285,92,2021,9,35,2021_35,2021-09-04,Samedi,13:00,True,213,222,95.9
83,2021-09-04 13:30:00,16,16,11,56,305,68,2021,9,35,2021_35,2021-09-04,Samedi,13:30,True,224,238,94.1
84,2021-09-04 14:00:00,18,18,9,118,333,50,2021,9,35,2021_35,2021-09-04,Samedi,14:00,True,233,256,91.0
85,2021-09-04 14:30:00,20,20,19,21,244,95,2021,9,35,2021_35,2021-09-04,Samedi,14:30,True,252,276,91.3
86,2021-09-04 15:00:00,22,21,18,25,231,85,2021,9,35,2021_35,2021-09-04,Samedi,15:00,True,270,297,90.9
87,2021-09-04 15:30:00,17,17,5,158,267,29,2021,9,35,2021_35,2021-09-04,Samedi,15:30,True,275,314,87.6
88,2021-09-04 16:00:00,21,21,21,9,314,100,2021,9,35,2021_35,2021-09-04,Samedi,16:00,True,296,335,88.4
89,2021-09-04 16:30:00,20,20,17,34,283,85,2021,9,35,2021_35,2021-09-04,Samedi,16:30,True,313,355,88.2
90,2021-09-04 17:00:00,14,14,5,101,198,35,2021,9,35,2021_35,2021-09-04,Samedi,17:00,True,318,369,86.2
91,2021-09-04 17:30:00,18,18,10,79,313,55,2021,9,35,2021_35,2021-09-04,Samedi,17:30,True,328,387,84.8
92,2021-09-04 18:00:00,17,17,1,229,280,5,2021,9,35,2021_35,2021-09-04,Samedi,18:00,True,329,404,81.4
93,2021-09-04 18:30:00,17,17,5,138,248,29,2021,9,35,2021_35,2021-09-04,Samedi,18:30,True,334,421,79.3
94,2021-09-04 19:00:00,9,9,7,60,411,77,2021,9,35,2021_35,2021-09-04,Samedi,19:00,True,341,430,79.3
95,2021-09-04 19:30:00,8,8,8,25,244,100,2021,9,35,2021_35,2021-09-04,Samedi,19:30,True,349,438,79.7
96,2021-09-06 08:00:00,5,5,5,8,245,100,2021,9,36,2021_36,2021-09-06,Lundi,08:00,True,5,5,100.0
